Instance;betaLS;CostSol;time;Capacity;reliability;variance;stochastic_of;stochastic_capacity;deterministic;type_simulation;inversa;weight;seed
GKD-b_17_n50_b02_m15,txt;0,3;12,9;4,9706534850001844;17414,0;0,559;0,2;8,1813;19323,292866310225;False;False;0,6;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;72,7;53,48295931299981;14805,0;0,407;0,1;72,7;14883,97530890413;True;True;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;72,7;53,48295931299981;14805,0;0,426;0,1;50,199200000000005;17133,14049612549;True;False;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;72,4;19,55380111500017;15328,0;0,927;0,1;69,56029999999998;15561,079289509606;False;False;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;72,7;2,7022332129999995;14805,0;0,439;0,1;72,7;14411,406326844479;True;True;0,6;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;72,7;2,7022332129999995;14805,0;0,418;0,1;49,885600000000004;17159,870690220327;True;False;0,6;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;72,4;28,734161724000842;15328,0;0,906;0,1;68,7434;15622,56900170662;False;False;0,6;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;72,7;53,75333915800002;14805,0;0,381;0,15;72,7;13845,820015137997;True;True;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;72,7;53,75333915800002;14805,0;0,379;0,15;48,3568;17347,043009445406;True;False;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;72,3;1,2361806509998132;15184,0;0,666;0,15;59,34079999999999;16360,894063991875;False;False;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;72,7;2,5354956670007596;14805,0;0,358;0,15;72,7;13581,641614345986;True;True;0,6;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;72,7;2,5354956670007596;14805,0;0,373;0,15;48,12160000000001;17372,923486227253;True;False;0,6;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;72,4;28,751479680000557;15328,0;0,79;0,15;64,231;16060,083236854622;False;False;0,6;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;72,7;53,236227280000094;14805,0;0,331;0,2;72,7;16213,10574539072;True;True;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;72,7;53,236227280000094;14805,0;0,315;0,2;45,848;17607,855161274783;True;False;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;70,9;0,26715672799946333;15069,0;0,5;0,2;52,2;16899,613748162144;False;False;0,6;0,8;23456
GKD-b_18_n50_b02_m15,txt;0,3;72,7;2,6600733610002862;14805,0;0,327;0,2;72,7;13547,630917029606;True;True;0,6;0,8;764534
GKD-b_18_n50_b02_m15,txt;0,3;72,7;2,6600733610002862;14805,0;0,32;0,2;46,044;17577,069028195237;True;False;0,6;0,8;764534
